galaxy_id,NYU_id,z_source_id,ra,dec,z,r,r_limit,completeness,M_r,stellar_mass,g-r
8863,51488,-1,237.865911303,0.235595301,0.087763,17.3055,17.6767006,0.8824,-19.8455524,9.9333715,0.4926624
8752,51178,-1,242.491862596,-0.1055788,0.079741,17.6169014,17.6658001,0.808,-19.3133984,9.8302727,0.6303883
9444,53799,-1,193.029531812,-1.059923033,0.087403,17.5359001,17.7224998,0.9239,-19.6034355,9.8051062,0.4908085
161440,426812,-1,218.339303321,-1.051224945,0.029702,17.2896004,17.7803001,1.0,-17.4451847,9.1182995,0.6302757
10968,57650,-1,229.971407609,-0.67514238,0.03711,17.3653011,17.7157993,0.9342,-17.8811073,9.1258736,0.4740829
8596,50773,-1,244.921955895,-0.503260975,0.152372,16.8049011,17.6604004,0.7818,-21.6029282,10.9919786,0.8903961
8671,51014,-1,237.945146771,-0.105174657,0.054457,14.7428999,17.6658001,0.8824,-21.3074932,10.9658136,0.9802723
256920,708465,-1,56.837614756,0.933113958,0.0704,17.3041,17.7880001,0.9587,-19.3629322,9.66395,0.4542675
8449,46745,-1,55.585487384,1.021469823,0.037566,16.1357002,17.6917,0.9826,-19.1321526,9.6884069,0.5488777
256920,708465,-1,56.837614756,0.933113958,0.0704,17.3041,17.7880001,0.9587,-19.3629322,9.66395,0.4542675
8449,46745,-1,55.585487384,1.021469823,0.037566,16.1357002,17.6917,0.9826,-19.1321526,9.6884069,0.5488777
8381,46339,-1,50.827048039,0.939851718,0.03649,16.5292015,17.6762009,0.9783,-18.67589,9.462924,0.5099239
20873,83054,-1,225.494379291,-0.114305473,0.040195,17.2897015,17.7066994,0.9275,-18.1190796,9.460351,0.7752819
8609,50803,-1,245.875493706,-0.438384984,0.093846,16.3617001,17.6604004,0.7826,-20.9274464,10.7036009,0.9304161
8699,51076,-1,240.170975545,-0.077270064,0.155963,16.7105999,17.6658001,0.9085,-21.6922989,10.7321148,0.5582066
256875,708045,-1,57.452678503,0.044332445,0.135111,17.4696007,17.7798996,0.9587,-20.6505203,10.556778,0.8042469
256919,708464,-1,56.781394626,1.00033171,0.039818,15.0824995,17.7880001,0.9587,-20.2707615,10.5440025,0.9718227
8699,51076,-1,240.170975545,-0.077270064,0.155963,16.7105999,17.6658001,0.9085,-21.6922989,10.7321148,0.5582066
256950,708557,-1,57.735588485,0.973603841,0.162091,17.3218002,17.7880001,0.9587,-21.2098942,10.7269478,0.7466774
8612,50806,-1,245.930964165,-0.437502672,0.141438,17.4715004,17.6604004,0.7826,-20.7643299,10.7491112,1.0109043
8697,51069,-1,240.036468938,-0.021669005,0.136808,17.3830013,17.6658001,0.9085,-20.7854862,10.7629833,0.9524593
8609,50803,-1,245.875493706,-0.438384984,0.093846,16.3617001,17.6604004,0.7826,-20.9274464,10.7036009,0.9304161
8699,51076,-1,240.170975545,-0.077270064,0.155963,16.7105999,17.6658001,0.9085,-21.6922989,10.7321148,0.5582066
158765,418873,-1,230.1041375,-1.042542699,0.053628,17.4707012,17.7656994,1.0,-18.6226578,9.1864033,0.2560234
10408,56511,-1,194.328434899,-0.774003468,0.04671,17.3547001,17.7155991,0.8963,-18.4290009,9.1872673,0.2522202
9345,53622,-1,187.494540763,-1.210281963,0.080539,17.5379009,17.7224007,1.0,-19.4061184,10.0699692,0.837225
9355,53643,-1,188.659923402,-1.123391094,0.091395,17.4081001,17.7224007,0.8914,-19.8257771,10.0712099,0.6513882
8699,51076,-1,240.170975545,-0.077270064,0.155963,16.7105999,17.6658001,0.9085,-21.6922989,10.7321148,0.5582066
256950,708557,-1,57.735588485,0.973603841,0.162091,17.3218002,17.7880001,0.9587,-21.2098942,10.7269478,0.7466774
9721,54330,-1,209.242409592,-1.101712377,0.030573,16.7813015,17.7224998,0.9052,-18.053009,9.2343531,0.5240402
10808,57279,-1,216.420060538,-0.660571739,0.050023,17.5526009,17.7157001,0.8632,-18.3727722,9.2233791,0.3613091
8808,51284,-1,246.605547231,-0.063450028,0.053993,17.2373009,17.6658001,0.7826,-18.8472061,9.4518576,0.4329758
8381,46339,-1,50.827048039,0.939851718,0.03649,16.5292015,17.6762009,0.9783,-18.67589,9.462924,0.5099239
9345,53622,-1,187.494540763,-1.210281963,0.080539,17.5379009,17.7224007,1.0,-19.4061184,10.0699692,0.837225
9355,53643,-1,188.659923402,-1.123391094,0.091395,17.4081001,17.7224007,0.8914,-19.8257771,10.0712099,0.6513882
256892,708097,-1,58.016658979,0.036783138,0.082309,16.8082008,17.7798996,0.9587,-20.181736,10.4478168,0.9307709
8497,50583,-1,239.886103793,-0.423757457,0.120525,17.2922001,17.6602993,0.9085,-20.5645924,10.4464808,0.7648182
256894,708105,-1,58.153254182,0.190752688,0.150679,17.1944008,17.7798996,0.9587,-21.135149,10.579278,0.6415863
256951,708558,-1,57.674728709,1.040749113,0.037114,14.5717001,17.7880001,0.9587,-20.6376915,10.5969257,0.8992844
22093,86537,-1,196.190722221,0.233200964,0.091923,17.4005013,17.7007999,0.8493,-19.8497353,9.9775639,0.494606
8597,50774,-1,244.935564385,-0.47924509,0.059362,16.3542004,17.6604004,0.7818,-19.9331245,9.9787073,0.5581322
9048,51986,-1,237.61607603,0.695600496,0.09456,17.3843002,17.6716003,0.8377,-19.9207649,10.3860626,0.9190159
8790,51245,-1,244.330854681,-0.082003581,0.108137,16.9910011,17.6658001,0.7818,-20.6185284,10.3713903,0.6335182
8616,50814,-1,246.22009726,-0.454588092,0.096644,17.2782001,17.6604004,0.7826,-20.0762672,10.4700832,0.9514923
8917,51609,-1,241.87796657,0.317386871,0.146994,17.3704014,17.6767006,0.8442,-20.9129505,10.4770489,0.6339359
11463,59497,-1,189.526559905,-0.403617837,0.025425,17.2932014,17.7129002,0.9438,-17.0710831,8.6659842,0.3323784
11968,60451,-1,217.587340988,-0.332481191,0.030333,17.7548008,17.7131004,0.9386,-17.0575027,8.6594152,0.3191376
9722,54331,-1,209.443962587,-1.217230323,0.030215,17.7988014,17.7700996,1.0,-17.025629,8.6084681,0.3207912
11682,59859,-1,202.212351563,-0.365463142,0.021745,17.5394001,17.7129993,0.9643,-16.5181885,8.597683,0.4837341
14939,67594,-1,242.162482131,0.456229955,0.024575,17.7522011,17.7136993,0.808,-16.5507774,8.2162056,0.0215206
18315,77301,-1,174.100041945,-0.496831343,0.022216,17.6738014,17.6825008,0.8392,-16.4380798,8.2278147,0.0795288
20294,81980,-1,189.455792038,-0.157705823,0.138616,16.9138012,17.7064991,0.9438,-21.2751541,10.8862219,0.9173203
9010,51792,-1,247.541103902,0.380767888,0.114128,16.6148014,17.6767006,0.8462,-21.1260147,10.8860512,0.9891319
9059,52032,-1,240.015527809,0.701622852,0.155937,17.5314007,17.6716003,0.9085,-20.9505272,10.920208,1.0784931
9787,54458,-1,213.25521091,-1.124108058,0.076864,15.5637999,17.7698994,0.8462,-21.2720032,10.9118557,0.9003849
256930,708501,-1,57.088745558,1.001303225,0.039761,16.1709003,17.7880001,0.9587,-19.1889076,10.0876465,0.8270988
22107,86566,-1,197.242158996,0.310133953,0.081231,17.5601006,17.7007999,0.927,-19.4022617,10.0829277,0.8711185
8682,51036,-1,238.931876736,-0.15255137,0.085452,17.6729012,17.6658001,0.8083,-19.3974075,10.1405611,0.8786907
22105,86562,-1,197.157478382,0.222822941,0.080642,17.4404011,17.7007999,0.927,-19.5048199,10.1418209,0.8970699
161458,426848,-1,219.069271561,-1.131195502,0.03977,17.4927006,17.7803001,0.8387,-17.9325199,9.0688362,0.4064026
10675,56990,-1,209.429148892,-0.762592203,0.029615,16.5580006,17.7157001,0.9052,-18.2044926,9.0482607,0.2409382
8238,45656,-1,44.288792331,0.893492592,0.072499,17.4025002,17.6499004,0.9565,-19.3186893,9.7907448,0.5966492
22116,86577,-1,197.637598065,0.303912672,0.06273,17.0768013,17.7007999,0.927,-19.3253193,9.7759027,0.5924473
9736,54360,-1,210.517254763,-1.207838635,0.024536,17.4854012,17.7635994,0.9286,-16.7633724,8.8851128,0.6323051
10442,56582,-1,197.184506096,-0.766834962,0.018677,16.7894001,17.7155991,0.927,-16.9119205,8.8904648,0.6282425
8238,45656,-1,44.288792331,0.893492592,0.072499,17.4025002,17.6499004,0.9565,-19.3186893,9.7907448,0.5966492
22116,86577,-1,197.637598065,0.303912672,0.06273,17.0768013,17.7007999,0.927,-19.3253193,9.7759027,0.5924473
9872,54621,-1,226.213116446,-1.105486914,0.036101,17.4698009,17.7658997,1.0,-17.729599,9.0218878,0.3950615
10675,56990,-1,209.429148892,-0.762592203,0.029615,16.5580006,17.7157001,0.9052,-18.2044926,9.0482607,0.2409382
256937,708518,-1,57.248395099,0.925972653,0.035766,14.7732992,17.7880001,0.9587,-20.3596973,10.3511639,0.7414207
9048,51986,-1,237.61607603,0.695600496,0.09456,17.3843002,17.6716003,0.8377,-19.9207649,10.3860626,0.9190159
9734,54358,-1,210.471091551,-1.105123919,0.029334,16.6260014,17.7224998,0.9052,-18.0842438,9.2608957,0.5055199
10296,56318,-1,187.973149712,-0.743559195,0.048226,17.3589001,17.7155991,0.9355,-18.4831028,9.277688,0.3644562
256920,708465,-1,56.837614756,0.933113958,0.0704,17.3041,17.7880001,0.9587,-19.3629322,9.66395,0.4542675
22122,86590,-1,198.110836425,0.410291559,0.063804,17.4577999,17.7007999,0.7904,-18.9780254,9.6732502,0.5688992
8809,51285,-1,246.620131048,-0.020245512,0.084402,16.9162998,17.6658001,0.7826,-20.1368217,10.1820745,0.6676502
8957,51687,-1,243.739989488,0.333685042,0.057336,16.6435013,17.6767006,0.8473,-19.528738,10.1932602,0.9303837
8752,51178,-1,242.491862596,-0.1055788,0.079741,17.6169014,17.6658001,0.808,-19.3133984,9.8302727,0.6303883
9444,53799,-1,193.029531812,-1.059923033,0.087403,17.5359001,17.7224998,0.9239,-19.6034355,9.8051062,0.4908085
8601,50783,-1,245.367351214,-0.45708113,0.059077,15.3290997,17.6604004,0.8077,-20.919138,10.6588011,0.8123131
8815,51303,-1,247.600037192,-0.084795106,0.113344,16.8313999,17.6658001,0.8462,-20.8886185,10.6740131,0.8654041
22121,86588,-1,198.088746936,0.307921822,0.040445,17.0109005,17.7007999,0.7904,-18.4682808,9.1106281,0.1796856
161440,426812,-1,218.339303321,-1.051224945,0.029702,17.2896004,17.7803001,1.0,-17.4451847,9.1182995,0.6302757
22093,86537,-1,196.190722221,0.233200964,0.091923,17.4005013,17.7007999,0.8493,-19.8497353,9.9775639,0.494606
8597,50774,-1,244.935564385,-0.47924509,0.059362,16.3542004,17.6604004,0.7818,-19.9331245,9.9787073,0.5581322
256919,708464,-1,56.781394626,1.00033171,0.039818,15.0824995,17.7880001,0.9587,-20.2707615,10.5440025,0.9718227
8594,50766,-1,244.511923087,-0.434544587,0.107769,17.2226009,17.6604004,0.7818,-20.3831577,10.5379038,0.9472618
22098,86547,-1,196.60842627,0.276750096,0.090277,17.2224998,17.7007999,0.8493,-19.985836,10.0255032,0.5478172
8458,46796,-1,56.150921716,0.979238841,0.104442,17.1953011,17.6917,0.9826,-20.3334637,10.0154715,0.4295654
8601,50783,-1,245.367351214,-0.45708113,0.059077,15.3290997,17.6604004,0.8077,-20.919138,10.6588011,0.8123131
8750,51173,-1,242.446244875,-0.018501184,0.080469,16.3135014,17.6658001,0.808,-20.6248055,10.6361647,0.9444981
10230,56181,-1,183.353460157,-0.631328079,0.077877,17.2764015,17.7155991,0.8494,-19.5888977,10.1524076,0.8546085
8682,51036,-1,238.931876736,-0.15255137,0.085452,17.6729012,17.6658001,0.8083,-19.3974075,10.1405611,0.8786907
8601,50783,-1,245.367351214,-0.45708113,0.059077,15.3290997,17.6604004,0.8077,-20.919138,10.6588011,0.8123131
8750,51173,-1,242.446244875,-0.018501184,0.080469,16.3135014,17.6658001,0.808,-20.6248055,10.6361647,0.9444981
256891,708096,-1,58.000211824,0.016380795,0.082929,17.3206005,17.7798996,0.9587,-19.6831875,10.3056736,0.949131
8610,50804,-1,245.895153472,-0.459210299,0.092724,17.460001,17.6604004,0.7826,-19.8011894,10.3054829,0.9302425
8749,51172,-1,242.44633026,-0.08433306,0.06998,16.9568005,17.6658001,0.808,-19.6665478,10.2181759,0.9045906
8785,51234,-1,243.583203908,-0.031562947,0.030811,15.1700001,17.6658001,0.8473,-19.627882,10.2057285,0.9137402
20294,81980,-1,189.455792038,-0.157705823,0.138616,16.9138012,17.7064991,0.9438,-21.2751541,10.8862219,0.9173203
9010,51792,-1,247.541103902,0.380767888,0.114128,16.6148014,17.6767006,0.8462,-21.1260147,10.8860512,0.9891319
8622,50826,-1,246.695640032,-0.510108011,0.044508,16.3703003,17.6604004,0.7826,-19.306036,9.6361065,0.4298935
9322,53584,-1,185.635358236,-1.209904986,0.04932,16.5237999,17.7224007,0.8698,-19.3723736,9.636096,0.4202156
8612,50806,-1,245.930964165,-0.437502672,0.141438,17.4715004,17.6604004,0.7826,-20.7643299,10.7491112,1.0109043
8699,51076,-1,240.170975545,-0.077270064,0.155963,16.7105999,17.6658001,0.9085,-21.6922989,10.7321148,0.5582066
9023,51819,-1,248.685882619,0.402132206,0.025652,16.0889015,17.6767006,0.8071,-18.2963505,9.4059048,0.5818729
9371,53671,-1,189.787440007,-1.096286481,0.048279,17.5318012,17.7224998,0.9438,-18.2902699,9.3981314,0.6390762
22093,86537,-1,196.190722221,0.233200964,0.091923,17.4005013,17.7007999,0.8493,-19.8497353,9.9775639,0.494606
8597,50774,-1,244.935564385,-0.47924509,0.059362,16.3542004,17.6604004,0.7818,-19.9331245,9.9787073,0.5581322
20292,81978,-1,189.522234565,-0.0270188,0.01251,13.8479996,17.7064991,0.9438,-18.8968029,9.9107819,0.7773533
8863,51488,-1,237.865911303,0.235595301,0.087763,17.3055,17.6767006,0.8824,-19.8455524,9.9333715,0.4926624
256890,708095,-1,57.944209245,0.077146969,0.167167,17.0663013,17.7798996,0.9587,-21.5648727,11.0386839,0.9632092
9476,53872,-1,195.823515685,-1.176175357,0.168431,17.4365997,17.7224998,0.8493,-21.2299767,11.0379934,1.049942
8609,50803,-1,245.875493706,-0.438384984,0.093846,16.3617001,17.6604004,0.7826,-20.9274464,10.7036009,0.9304161
22099,86550,-1,196.629893892,0.341519495,0.166856,17.5564003,17.7007999,0.8493,-21.0496922,10.6955261,0.8474808
8617,50817,-1,246.25277176,-0.477519735,0.097285,17.3140011,17.6604004,0.7826,-20.0566082,10.3363848,0.7958584
8792,51249,-1,244.581482286,-0.01709336,0.07908,17.2158012,17.6658001,0.7818,-19.6813622,10.3260279,0.9909134
8597,50774,-1,244.935564385,-0.47924509,0.059362,16.3542004,17.6604004,0.7818,-19.9331245,9.9787073,0.5581322
8458,46796,-1,56.150921716,0.979238841,0.104442,17.1953011,17.6917,0.9826,-20.3334637,10.0154715,0.4295654
8862,51487,-1,237.811413186,0.293000642,0.032138,15.6820993,17.6767006,0.8824,-19.2184963,9.842845,0.691597
9002,51778,-1,246.940190933,0.343592256,0.07241,17.014801,17.6767006,0.7826,-19.7104015,9.8739262,0.4879112
9059,52032,-1,240.015527809,0.701622852,0.155937,17.5314007,17.6716003,0.9085,-20.9505272,10.920208,1.0784931
9787,54458,-1,213.25521091,-1.124108058,0.076864,15.5637999,17.7698994,0.8462,-21.2720032,10.9118557,0.9003849
22112,86571,-1,197.393578501,0.314833279,0.083153,17.8875999,17.7007999,0.927,-19.1470356,9.6087093,0.3307228
8821,51313,-1,247.966787392,-0.090794968,0.046715,17.1640015,17.6658001,0.8462,-18.5616894,9.6000957,0.6915188
8609,50803,-1,245.875493706,-0.438384984,0.093846,16.3617001,17.6604004,0.7826,-20.9274464,10.7036009,0.9304161
8815,51303,-1,247.600037192,-0.084795106,0.113344,16.8313999,17.6658001,0.8462,-20.8886185,10.6740131,0.8654041
9338,53610,-1,187.174648081,-1.143758367,0.042711,17.7173004,17.7224007,0.8451,-17.8592339,8.9985924,0.348238
9872,54621,-1,226.213116446,-1.105486914,0.036101,17.4698009,17.7658997,1.0,-17.729599,9.0218878,0.3950615
11585,59695,-1,196.961866845,-0.27868502,0.01754,16.9475002,17.7129002,0.927,-16.6160717,8.6169872,0.4451675
15003,67729,-1,246.252529721,0.440860548,0.017249,16.3966999,17.7136993,0.7826,-17.1724243,8.6241465,0.298542
20292,81978,-1,189.522234565,-0.0270188,0.01251,13.8479996,17.7064991,0.9438,-18.8968029,9.9107819,0.7773533
256962,708625,-1,58.42783044,0.932006712,0.036937,16.3185005,17.7880001,0.9587,-18.8838501,9.8794613,0.8778133
8615,50812,-1,246.034388841,-0.473288394,0.142443,16.592001,17.6604004,0.7826,-21.6612358,11.0007219,0.9207268
8860,51485,-1,237.798292336,0.319618635,0.093055,15.7481995,17.6767006,0.8824,-21.5210247,11.0008278,0.9518852
256891,708096,-1,58.000211824,0.016380795,0.082929,17.3206005,17.7798996,0.9587,-19.6831875,10.3056736,0.949131
8599,50780,-1,245.151628667,-0.505468116,0.068962,16.8556004,17.6604004,0.8077,-19.7330475,10.3001823,0.9702644
256920,708465,-1,56.837614756,0.933113958,0.0704,17.3041,17.7880001,0.9587,-19.3629322,9.66395,0.4542675
8449,46745,-1,55.585487384,1.021469823,0.037566,16.1357002,17.6917,0.9826,-19.1321526,9.6884069,0.5488777
22098,86547,-1,196.60842627,0.276750096,0.090277,17.2224998,17.7007999,0.8493,-19.985836,10.0255032,0.5478172
8458,46796,-1,56.150921716,0.979238841,0.104442,17.1953011,17.6917,0.9826,-20.3334637,10.0154715,0.4295654
8808,51284,-1,246.605547231,-0.063450028,0.053993,17.2373009,17.6658001,0.7826,-18.8472061,9.4518576,0.4329758
9519,53945,-1,198.051997604,-1.09513651,0.040873,16.6725998,17.7224998,0.7904,-18.8124981,9.4254274,0.4123688
9023,51819,-1,248.685882619,0.402132206,0.025652,16.0889015,17.6767006,0.8071,-18.2963505,9.4059048,0.5818729
9371,53671,-1,189.787440007,-1.096286481,0.048279,17.5318012,17.7224998,0.9438,-18.2902699,9.3981314,0.6390762
9369,53666,-1,189.693695637,-1.24946638,0.081154,17.7842999,17.6664009,1.0,-19.1839123,9.7568073,0.6387863
9531,53962,-1,198.183682059,-1.134034758,0.040534,16.5538006,17.7224998,0.7904,-18.8596554,9.7357388,0.7120228
20294,81980,-1,189.455792038,-0.157705823,0.138616,16.9138012,17.7064991,0.9438,-21.2751541,10.8862219,0.9173203
9010,51792,-1,247.541103902,0.380767888,0.114128,16.6148014,17.6767006,0.8462,-21.1260147,10.8860512,0.9891319
9337,53608,-1,187.071892998,-1.115839784,0.032592,17.1159,17.7224007,0.8451,-17.8559208,8.9644232,0.3336887
9868,54616,-1,226.062858799,-1.051753147,0.037215,17.3269997,17.7658997,1.0,-17.9621792,8.953476,0.2743282
9337,53608,-1,187.071892998,-1.115839784,0.032592,17.1159,17.7224007,0.8451,-17.8559208,8.9644232,0.3336887
9868,54616,-1,226.062858799,-1.051753147,0.037215,17.3269997,17.7658997,1.0,-17.9621792,8.953476,0.2743282
22089,86529,-1,195.875906256,0.390655256,0.07949,17.4204998,17.7007999,0.8791,-19.5009441,9.9452896,0.6594887
8751,51175,-1,242.461167826,-0.095653879,0.105975,17.6445007,17.6658001,0.808,-19.9170036,9.943162,0.5198097
8595,50770,-1,244.873927693,-0.507236044,0.153551,17.4332008,17.6604004,0.7818,-21.0023365,10.8382053,0.9683914
8858,51480,-1,237.601092671,0.376327753,0.092878,16.1643009,17.6767006,0.8377,-21.0997887,10.8574371,0.9585094
8634,50881,-1,249.49146879,-0.444785483,0.117633,16.1847,17.6604004,0.8071,-21.6279278,11.0944166,0.9557056
9798,54474,-1,213.813111954,-1.144211921,0.150167,16.778801,17.7635994,1.0,-21.6020031,11.0931807,1.0168705
8605,50789,-1,245.624197832,-0.441265225,0.044898,17.5195999,17.6604004,0.8077,-18.1490955,9.3226185,0.5928593
8445,46716,-1,55.053212786,0.885918235,0.038776,16.9188004,17.6917,0.9826,-18.4468079,9.3029785,0.446785
22117,86579,-1,197.748156421,0.340048469,0.094253,17.5205002,17.7007999,0.927,-19.7798061,10.2430038,0.8630867
8384,46344,-1,50.786770315,1.026593385,0.138024,17.3500004,17.6762009,0.9773,-20.7796688,10.2348185,0.4310703
158765,418873,-1,230.1041375,-1.042542699,0.053628,17.4707012,17.7656994,1.0,-18.6226578,9.1864033,0.2560234
10575,56783,-1,201.984071623,-0.737746513,0.054818,17.5561008,17.7155991,0.8957,-18.5826511,9.1974058,0.2355232
256920,708465,-1,56.837614756,0.933113958,0.0704,17.3041,17.7880001,0.9587,-19.3629322,9.66395,0.4542675
22122,86590,-1,198.110836425,0.410291559,0.063804,17.4577999,17.7007999,0.7904,-18.9780254,9.6732502,0.5688992
8595,50770,-1,244.873927693,-0.507236044,0.153551,17.4332008,17.6604004,0.7818,-21.0023365,10.8382053,0.9683914
8613,50808,-1,245.97846587,-0.483462962,0.093617,16.0452003,17.6604004,0.7826,-21.2370396,10.8313894,0.9080162
9337,53608,-1,187.071892998,-1.115839784,0.032592,17.1159,17.7224007,0.8451,-17.8559208,8.9644232,0.3336887
9868,54616,-1,226.062858799,-1.051753147,0.037215,17.3269997,17.7658997,1.0,-17.9621792,8.953476,0.2743282
9721,54330,-1,209.242409592,-1.101712377,0.030573,16.7813015,17.7224998,0.9052,-18.053009,9.2343531,0.5240402
10808,57279,-1,216.420060538,-0.660571739,0.050023,17.5526009,17.7157001,0.8632,-18.3727722,9.2233791,0.3613091
8612,50806,-1,245.930964165,-0.437502672,0.141438,17.4715004,17.6604004,0.7826,-20.7643299,10.7491112,1.0109043
8697,51069,-1,240.036468938,-0.021669005,0.136808,17.3830013,17.6658001,0.9085,-20.7854862,10.7629833,0.9524593
256874,708044,-1,57.442297329,0.158848662,0.159293,16.1807003,17.7798996,0.9587,-22.3322811,11.3475676,0.9753036
9578,54038,-1,199.874396455,-1.145472177,0.139056,16.1210003,17.7224998,0.8105,-22.0844593,11.3453712,1.0648022
9004,51783,-1,247.154918226,0.410243725,0.163862,16.3619003,17.6767006,0.7826,-22.2411385,11.4464512,1.0757217
15008,67746,-1,246.876226714,0.585027271,0.164446,16.1345005,17.7136993,0.7826,-22.4636497,11.4475365,1.0224667
8601,50783,-1,245.367351214,-0.45708113,0.059077,15.3290997,17.6604004,0.8077,-20.919138,10.6588011,0.8123131
8750,51173,-1,242.446244875,-0.018501184,0.080469,16.3135014,17.6658001,0.808,-20.6248055,10.6361647,0.9444981
8445,46716,-1,55.053212786,0.885918235,0.038776,16.9188004,17.6917,0.9826,-18.4468079,9.3029785,0.446785
10296,56318,-1,187.973149712,-0.743559195,0.048226,17.3589001,17.7155991,0.9355,-18.4831028,9.277688,0.3644562
8238,45656,-1,44.288792331,0.893492592,0.072499,17.4025002,17.6499004,0.9565,-19.3186893,9.7907448,0.5966492
8861,51486,-1,237.79941025,0.297329851,0.03354,16.0007,17.6767006,0.8824,-18.9890404,9.7634363,0.6868896
8595,50770,-1,244.873927693,-0.507236044,0.153551,17.4332008,17.6604004,0.7818,-21.0023365,10.8382053,0.9683914
8613,50808,-1,245.97846587,-0.483462962,0.093617,16.0452003,17.6604004,0.7826,-21.2370396,10.8313894,0.9080162
22093,86537,-1,196.190722221,0.233200964,0.091923,17.4005013,17.7007999,0.8493,-19.8497353,9.9775639,0.494606
8597,50774,-1,244.935564385,-0.47924509,0.059362,16.3542004,17.6604004,0.7818,-19.9331245,9.9787073,0.5581322
17417,74691,-1,202.338698029,-0.944229355,0.013608,17.1860008,17.7222996,0.9643,-15.8281536,8.1310511,0.2789164
84524,243772,-1,13.608789186,-10.191019696,0.021851,17.7912998,17.7898998,0.8198,-16.3064842,8.1113529,0.0679798
22090,86530,-1,195.924472874,0.269202815,0.081274,17.1437016,17.7007999,0.8493,-19.8189621,10.2691603,0.8962364
22117,86579,-1,197.748156421,0.340048469,0.094253,17.5205002,17.7007999,0.927,-19.7798061,10.2430038,0.8630867
20292,81978,-1,189.522234565,-0.0270188,0.01251,13.8479996,17.7064991,0.9438,-18.8968029,9.9107819,0.7773533
8863,51488,-1,237.865911303,0.235595301,0.087763,17.3055,17.6767006,0.8824,-19.8455524,9.9333715,0.4926624
8859,51484,-1,237.719281547,0.401331649,0.032799,17.0415001,17.6767006,0.8824,-17.8984032,9.3379307,0.742075
8605,50789,-1,245.624197832,-0.441265225,0.044898,17.5195999,17.6604004,0.8077,-18.1490955,9.3226185,0.5928593
17417,74691,-1,202.338698029,-0.944229355,0.013608,17.1860008,17.7222996,0.9643,-15.8281536,8.1310511,0.2789164
33004,115831,-1,185.797648898,-3.491078503,0.011223,16.3789997,17.6499004,0.8355,-16.2994366,8.1422491,0.1412163
14711,67076,-1,225.959551842,0.565424402,0.02252,17.7097015,17.7134991,0.9,-16.4434586,8.4424086,0.3228569
25518,94896,-1,183.291345567,1.192326033,0.021303,17.6413002,17.6945,0.8494,-16.3381252,8.4579735,0.3978481
20294,81980,-1,189.455792038,-0.157705823,0.138616,16.9138012,17.7064991,0.9438,-21.2751541,10.8862219,0.9173203
9010,51792,-1,247.541103902,0.380767888,0.114128,16.6148014,17.6767006,0.8462,-21.1260147,10.8860512,0.9891319
256891,708096,-1,58.000211824,0.016380795,0.082929,17.3206005,17.7798996,0.9587,-19.6831875,10.3056736,0.949131
8599,50780,-1,245.151628667,-0.505468116,0.068962,16.8556004,17.6604004,0.8077,-19.7330475,10.3001823,0.9702644
256890,708095,-1,57.944209245,0.077146969,0.167167,17.0663013,17.7798996,0.9587,-21.5648727,11.0386839,0.9632092
8615,50812,-1,246.034388841,-0.473288394,0.142443,16.592001,17.6604004,0.7826,-21.6612358,11.0007219,0.9207268
8483,50559,-1,239.463443797,-0.454637415,0.158091,17.5501003,17.6602993,0.9085,-20.9482555,10.7768526,0.9380989
8670,51013,-1,237.942147739,-0.076578688,0.113826,16.7308998,17.6658001,0.8824,-21.0021763,10.7883415,0.9250107
8601,50783,-1,245.367351214,-0.45708113,0.059077,15.3290997,17.6604004,0.8077,-20.919138,10.6588011,0.8123131
8815,51303,-1,247.600037192,-0.084795106,0.113344,16.8313999,17.6658001,0.8462,-20.8886185,10.6740131,0.8654041
9736,54360,-1,210.517254763,-1.207838635,0.024536,17.4854012,17.7635994,0.9286,-16.7633724,8.8851128,0.6323051
10442,56582,-1,197.184506096,-0.766834962,0.018677,16.7894001,17.7155991,0.927,-16.9119205,8.8904648,0.6282425
8863,51488,-1,237.865911303,0.235595301,0.087763,17.3055,17.6767006,0.8824,-19.8455524,9.9333715,0.4926624
22089,86529,-1,195.875906256,0.390655256,0.07949,17.4204998,17.7007999,0.8791,-19.5009441,9.9452896,0.6594887
8595,50770,-1,244.873927693,-0.507236044,0.153551,17.4332008,17.6604004,0.7818,-21.0023365,10.8382053,0.9683914
8858,51480,-1,237.601092671,0.376327753,0.092878,16.1643009,17.6767006,0.8377,-21.0997887,10.8574371,0.9585094
8592,50764,-1,244.491852792,-0.470568256,0.01661,16.8586998,17.6604004,0.7818,-16.6281796,8.3751574,0.207777
16020,70277,-1,212.546944749,0.86583668,0.02555,17.8369999,17.7122002,1.0,-16.5935326,8.377326,0.244833
9474,53864,-1,195.333541906,-1.192721377,0.159428,16.6410999,17.7224998,1.0,-21.867281,11.1107407,0.9097595
10398,56489,-1,193.526823987,-0.730667047,0.082838,15.3789997,17.7155991,0.9444,-21.623394,11.1015368,1.0041885
20292,81978,-1,189.522234565,-0.0270188,0.01251,13.8479996,17.7064991,0.9438,-18.8968029,9.9107819,0.7773533
256962,708625,-1,58.42783044,0.932006712,0.036937,16.3185005,17.7880001,0.9587,-18.8838501,9.8794613,0.8778133
8749,51172,-1,242.44633026,-0.08433306,0.06998,16.9568005,17.6658001,0.808,-19.6665478,10.2181759,0.9045906
