Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
10,4,1405,5.687584604767833,-20.58857817827894,SER,0.525730090228031,461.7714,0.0060,531.2494,0.0038,24.9652,0.0200,16.0163,0.0007,0.8661,0.0012,0.5881,0.0002,-63.4367,0.0361,461.7714,0.0060,531.2494,0.0038,24.0932,0.0136,15.5265,0.0006,1.0387,0.0008,0.5881,0.0002,-63.4367,0.0361,461.7714,0.0060,531.2494,0.0038,23.2613,0.0221,15.3480,0.0008,1.2034,0.0014,0.5881,0.0002,-63.4367,0.0361,461.7714,0.0060,531.2494,0.0038,22.3607,0.0371,15.2094,0.0017,1.3817,0.0024,0.5881,0.0002,-63.4367,0.0361
10,2,1075,5.664910633864245,-20.56507807547415,PSF,0.525730090228031,752.8275,0.0140,853.8309,0.0087,*0.1982*,*0.0273*,18.9533,0.0119,6.1254,0.7712,0.6019,0.0321,-5.2078,2.9391,752.8275,0.0140,853.8309,0.0087,*0.1862*,*0.0285*,19.0698,0.0081,4.1131,0.6777,0.6019,0.0321,-5.2078,2.9391,752.8275,0.0140,853.8309,0.0087,*0.1747*,*0.0568*,18.4902,0.0058,2.1931,1.2797,0.6019,0.0321,-5.2078,2.9391,752.8275,0.0140,853.8309,0.0087,*0.1622*,*0.0918*,18.9193,0.0059,0.1147,2.0863,0.6019,0.0321,-5.2078,2.9391
10,1,867,5.653417994681938,-20.57092018426899,REX,0.525730090228031,900.6646,0.0056,773.6568,0.0049,5.1649,0.0106,18.4134,0.0018,0.7874,0.0055,0.8313,0.0013,85.1691,0.4060,900.6646,0.0056,773.6568,0.0049,4.7050,0.0068,17.9618,0.0014,0.9068,0.0037,0.8313,0.0013,85.1691,0.4060,900.6646,0.0056,773.6568,0.0049,4.2662,0.0103,17.6615,0.0022,1.0206,0.0075,0.8313,0.0013,85.1691,0.4060,900.6646,0.0056,773.6568,0.0049,3.7912,0.0175,17.7216,0.0045,1.1439,0.0128,0.8313,0.0013,85.1691,0.4060
10,3,1197,5.674201525891037,-20.58429908579907,SER,0.525730090228031,633.1360,0.0119,589.5138,0.0102,18.3411,0.1216,17.7916,0.0048,1.7317,0.0120,0.8185,0.0023,46.6986,0.5240,633.1360,0.0119,589.5138,0.0102,18.0991,0.0917,17.4943,0.0041,1.8428,0.0091,0.8185,0.0023,46.6986,0.5240,633.1360,0.0119,589.5138,0.0102,17.8682,0.1647,17.4344,0.0069,1.9487,0.0172,0.8185,0.0023,46.6986,0.5240,633.1360,0.0119,589.5138,0.0102,17.6182,0.2733,17.3374,0.0134,2.0634,0.0287,0.8185,0.0023,46.6986,0.5240
11,2,2733,7.797374162347395,-25.49057113235629,SER,0.793983706486365,835.2198,0.0008,754.6284,0.0009,12.2519,0.0080,16.6560,0.0005,1.2662,0.0016,0.7327,0.0003,47.2566,0.0414,835.2198,0.0008,754.6284,0.0009,13.3168,0.0122,16.0317,0.0006,2.8539,0.0026,0.7327,0.0003,47.2566,0.0414,835.2198,0.0008,754.6284,0.0009,14.3329,0.0234,15.6574,0.0009,4.3688,0.0050,0.7327,0.0003,47.2566,0.0414,835.2198,0.0008,754.6284,0.0009,15.4328,0.0365,15.4723,0.0011,6.0087,0.0078,0.7327,0.0003,47.2566,0.0414
11,3,3555,7.813302782643212,-25.49549183147387,PSF,0.793983706486365,639.2128,0.0032,684.5925,0.0043,5.8015,0.0166,19.0337,0.0020,1.3800,0.0071,0.5661,0.0011,31.9763,0.1225,639.2128,0.0032,684.5925,0.0043,6.1981,0.0119,18.7223,0.0016,1.3581,0.0043,0.5661,0.0011,31.9763,0.1225,639.2128,0.0032,684.5925,0.0043,6.5764,0.0203,18.5276,0.0027,1.3373,0.0062,0.5661,0.0011,31.9763,0.1225,639.2128,0.0032,684.5925,0.0043,6.9860,0.0338,18.4413,0.0044,1.3148,0.0108,0.5661,0.0011,31.9763,0.1225
11,4,4577,7.835637111264248,-25.4978180009287,REX,0.793983706486365,360.8139,0.0046,654.9899,0.0048,10.6028,0.0285,18.3964,0.0021,1.2817,0.0051,0.9252,0.0012,-34.7101,0.7023,360.8139,0.0046,654.9899,0.0048,10.5058,0.0224,18.0896,0.0018,1.5102,0.0040,0.9252,0.0012,-34.7101,0.7023,360.8139,0.0046,654.9899,0.0048,10.4133,0.0402,17.9065,0.0032,1.7282,0.0074,0.9252,0.0012,-34.7101,0.7023,360.8139,0.0046,654.9899,0.0048,10.3130,0.0662,17.8748,0.0052,1.9641,0.0122,0.9252,0.0012,-34.7101,0.7023
11,1,2437,7.791397378063242,-25.49810943981049,SER,0.793983706486365,909.4854,0.0029,651.1716,0.0049,8.7669,0.0095,18.6247,0.0010,0.5920,0.0029,0.3492,0.0003,-31.1311,0.0333,909.4854,0.0029,651.1716,0.0049,8.7202,0.0062,18.2842,0.0008,0.6367,0.0015,0.3492,0.0003,-31.1311,0.0333,909.4854,0.0029,651.1716,0.0049,8.6756,0.0098,18.0376,0.0013,0.6793,0.0025,0.3492,0.0003,-31.1311,0.0333,909.4854,0.0029,651.1716,0.0049,8.6273,0.0166,17.9734,0.0021,0.7255,0.0046,0.3492,0.0003,-31.1311,0.0333
13,2,12558,9.27354954962033,-63.44431133176228,DUP,0.61733196449811,745.3997,0.0014,637.1529,0.0025,20.8522,0.0118,16.6378,0.0005,0.8748,0.0010,0.4876,0.0001,-21.2823,0.0170,745.3997,0.0014,637.1529,0.0025,20.7105,0.0092,15.9644,0.0004,1.3764,0.0008,0.4876,0.0001,-21.2823,0.0170,745.3997,0.0014,637.1529,0.0025,20.5753,0.0151,15.6653,0.0005,1.8550,0.0014,0.4876,0.0001,-21.2823,0.0170,745.3997,0.0014,637.1529,0.0025,20.4289,0.0245,15.4706,0.0008,2.3731,0.0023,0.4876,0.0001,-21.2823,0.0170
13,1,7646,9.238683763702836,-63.44049451525331,SER,0.61733196449811,959.0842,0.0006,689.4182,0.0011,13.7446,0.0054,16.2518,0.0003,1.2138,0.0010,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.5688,0.0034,15.4271,0.0002,1.4004,0.0006,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.4010,0.0039,15.0727,0.0002,1.5784,0.0007,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.2195,0.0066,14.8012,0.0003,1.7710,0.0012,0.4201,0.0001,29.3864,0.0076
13,3,8895,9.295400900782896,-63.43775771911234,REX,0.61733196449811,610.8377,0.0053,727.5251,0.0052,*0.4364*,*0.0206*,19.7063,0.0217,*17.4334*,*1.2749*,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,0.6821,0.0120,18.9923,0.0147,*16.0336*,*0.7441*,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,0.9165,0.0148,18.6738,0.0128,*14.6979*,*0.5148*,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,1.1703,0.0259,18.2998,0.0197,*13.2521*,*0.8721*,0.8145,0.0081,-10.3431,1.5012
13,4,9574,9.324959678182235,-63.44024534613383,REX,0.61733196449811,429.4963,0.0016,693.2361,0.0015,4.5703,0.0055,18.0264,0.0009,1.4058,0.0039,0.9278,0.0007,60.4456,0.3820,429.4963,0.0016,693.2361,0.0015,4.7439,0.0033,17.4239,0.0006,1.4402,0.0025,0.9278,0.0007,60.4456,0.3820,429.4963,0.0016,693.2361,0.0015,4.9094,0.0045,17.2007,0.0007,1.4730,0.0027,0.9278,0.0007,60.4456,0.3820,429.4963,0.0016,693.2361,0.0015,5.0886,0.0077,17.0136,0.0012,1.5085,0.0044,0.9278,0.0007,60.4456,0.3820
14,1,1410,9.413276734868823,-9.046817280354563,REX,0.534271252194311,854.2618,0.0046,822.1951,0.0044,13.1037,0.0141,17.1852,0.0010,0.9641,0.0018,0.9456,0.0006,73.3284,0.4657,854.2618,0.0046,822.1951,0.0044,12.7890,0.0096,16.5840,0.0007,1.0311,0.0012,0.9456,0.0006,73.3284,0.4657,854.2618,0.0046,822.1951,0.0044,12.4888,0.0111,16.3155,0.0010,1.0950,0.0015,0.9456,0.0006,73.3284,0.4657,854.2618,0.0046,822.1951,0.0044,12.1637,0.0176,16.1552,0.0011,1.1643,0.0024,0.9456,0.0006,73.3284,0.4657
14,2,1593,9.421045190534482,-9.05643554421165,SER,0.534271252194311,748.7309,0.0059,689.9295,0.0027,19.4436,0.0301,17.6922,0.0013,1.1279,0.0034,0.2265,0.0002,-66.0484,0.0201,748.7309,0.0059,689.9295,0.0027,18.2469,0.0195,17.0011,0.0010,1.4605,0.0023,0.2265,0.0002,-66.0484,0.0201,748.7309,0.0059,689.9295,0.0027,17.1052,0.0251,16.7361,0.0013,1.7777,0.0036,0.2265,0.0002,-66.0484,0.0201,748.7309,0.0059,689.9295,0.0027,15.8692,0.0415,16.4942,0.0017,2.1212,0.0061,0.2265,0.0002,-66.0484,0.0201
14,4,1927,9.435477271748589,-9.059062043858258,SER,0.534271252194311,552.3820,0.0111,653.8099,0.0069,16.4307,0.0523,17.9535,0.0025,1.3092,0.0055,0.5406,0.0009,86.2749,0.1056,552.3820,0.0111,653.8099,0.0069,16.5869,0.0468,17.5434,0.0025,1.5169,0.0048,0.5406,0.0009,86.2749,0.1056,552.3820,0.0111,653.8099,0.0069,16.7359,0.0753,17.4101,0.0039,1.7151,0.0082,0.5406,0.0009,86.2749,0.1056,552.3820,0.0111,653.8099,0.0069,16.8971,0.1177,17.3009,0.0052,1.9296,0.0130,0.5406,0.0009,86.2749,0.1056
14,3,1863,9.43272662799252,-9.065429631438676,SER,0.534271252194311,590.2579,0.0062,566.3903,0.0075,13.4102,0.0273,17.7950,0.0018,1.0977,0.0034,0.7968,0.0010,-27.5959,0.2250,590.2579,0.0062,566.3903,0.0075,13.1060,0.0211,17.3671,0.0017,1.1970,0.0026,0.7968,0.0010,-27.5959,0.2250,590.2579,0.0062,566.3903,0.0075,12.8158,0.0316,17.2510,0.0026,1.2918,0.0042,0.7968,0.0010,-27.5959,0.2250,590.2579,0.0062,566.3903,0.0075,12.5017,0.0502,17.1946,0.0034,1.3944,0.0068,0.7968,0.0010,-27.5959,0.2250
15,3,5247,9.490176731544569,-25.07375695424441,DEV,1.16537966952834,580.2120,0.0010,657.4787,0.0009,43.4472,0.0592,14.6754,0.0008,3.9750,0.0035,0.8727,0.0002,59.0892,0.0536,580.2120,0.0010,657.4787,0.0009,41.8101,0.0356,13.8035,0.0005,4.0048,0.0021,0.8727,0.0002,59.0892,0.0536,580.2120,0.0010,657.4787,0.0009,40.2480,0.0332,13.4289,0.0005,4.0332,0.0020,0.8727,0.0002,59.0892,0.0536,580.2120,0.0010,657.4787,0.0009,38.5570,0.0557,13.1713,0.0008,4.0640,0.0033,0.8727,0.0002,59.0892,0.0536
15,4,5507,9.496903749885028,-25.05817536248398,SER,1.16537966952834,496.1778,0.0029,871.0896,0.0033,13.8921,0.0113,16.8619,0.0008,0.9015,0.0015,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.7755,0.0064,16.1327,0.0005,1.1440,0.0009,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.6642,0.0096,15.8004,0.0006,1.3753,0.0013,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.5437,0.0171,15.5817,0.0010,1.6257,0.0023,0.8239,0.0004,-7.7824,0.0952
15,1,4432,9.46964856140158,-25.06268643212763,SER,1.16537966952834,835.6181,0.0097,809.4013,0.0051,8.4609,0.0217,18.6192,0.0020,0.9333,0.0068,0.4044,0.0008,79.9149,0.0818,835.6181,0.0097,809.4013,0.0051,8.6711,0.0164,18.3652,0.0019,0.9625,0.0036,0.4044,0.0008,79.9149,0.0818,835.6181,0.0097,809.4013,0.0051,8.8716,0.0275,18.3056,0.0030,0.9903,0.0060,0.4044,0.0008,79.9149,0.0818,835.6181,0.0097,809.4013,0.0051,9.0886,0.0451,18.2431,0.0049,1.0205,0.0110,0.4044,0.0008,79.9149,0.0818
15,2,4449,9.470305793977646,-25.09069800998324,PSF,1.16537966952834,827.3069,0.0042,424.5398,0.0040,0.5705,0.0073,18.4638,0.0025,4.4570,0.1429,0.8187,0.0089,-18.6071,1.5677,827.3069,0.0042,424.5398,0.0040,*0.4256*,*0.0058*,18.3607,0.0019,6.3108,0.2048,0.8187,0.0089,-18.6071,1.5677,827.3069,0.0042,424.5398,0.0040,*0.2874*,*0.0065*,18.2424,0.0069,8.0796,0.3651,0.8187,0.0089,-18.6071,1.5677,827.3069,0.0042,424.5398,0.0040,*0.1377*,*0.0089*,18.2934,0.0113,9.9944,0.5569,0.8187,0.0089,-18.6071,1.5677
