Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
28,2,9141,20.2526136443005,-32.05851136884929,SER,0.617147559289692,849.7222,0.0033,610.7536,0.0021,21.0406,0.0133,16.9935,0.0006,0.8906,0.0011,0.4160,0.0001,57.5414,0.0156,849.7222,0.0033,610.7536,0.0021,20.6192,0.0080,16.3403,0.0004,1.1242,0.0006,0.4160,0.0001,57.5414,0.0156,849.7222,0.0033,610.7536,0.0021,20.2171,0.0114,16.0329,0.0006,1.3470,0.0010,0.4160,0.0001,57.5414,0.0156,849.7222,0.0033,610.7536,0.0021,19.7818,0.0198,15.8518,0.0008,1.5883,0.0017,0.4160,0.0001,57.5414,0.0156
28,1,8846,20.24462727220963,-32.06282642816967,SER,0.617147559289692,942.5316,0.0025,551.4504,0.0057,7.8737,0.0101,18.6756,0.0011,0.6432,0.0036,0.3225,0.0004,16.7330,0.0384,942.5316,0.0025,551.4504,0.0057,8.0469,0.0083,18.4354,0.0010,0.7986,0.0021,0.3225,0.0004,16.7330,0.0384,942.5316,0.0025,551.4504,0.0057,8.2121,0.0145,18.3355,0.0017,0.9469,0.0042,0.3225,0.0004,16.7330,0.0384,942.5316,0.0025,551.4504,0.0057,8.3910,0.0234,18.3314,0.0024,1.1074,0.0074,0.3225,0.0004,16.7330,0.0384
32,4,8288,23.45944951864787,-69.33398403722262,SER,0.624711404673561,532.8176,0.0088,513.7808,0.0051,20.0133,0.0719,16.8629,0.0029,1.5500,0.0075,0.4361,0.0005,59.8123,0.0604,532.8176,0.0088,513.7808,0.0051,19.6959,0.0365,16.3654,0.0015,1.7384,0.0038,0.4361,0.0005,59.8123,0.0604,532.8176,0.0088,513.7808,0.0051,19.3931,0.0621,16.1849,0.0026,1.9181,0.0068,0.4361,0.0005,59.8123,0.0604,532.8176,0.0088,513.7808,0.0051,19.0653,0.1158,16.0450,0.0045,2.1127,0.0126,0.4361,0.0005,59.8123,0.0604
32,2,7374,23.4191639383167,-69.30994700675836,PSF,0.624711404673561,727.4753,0.0235,844.1869,0.0267,28.0793,0.1988,17.0900,0.0062,1.3552,0.0111,0.8591,0.0021,-2.0218,0.6679,727.4753,0.0235,844.1869,0.0267,27.6092,0.0987,16.6148,0.0031,1.4884,0.0054,0.8591,0.0021,-2.0218,0.6679,727.4753,0.0235,844.1869,0.0267,27.1607,0.1833,16.4521,0.0061,1.6155,0.0106,0.8591,0.0021,-2.0218,0.6679,727.4753,0.0235,844.1869,0.0267,26.6753,0.3420,16.3695,0.0112,1.7531,0.0199,0.8591,0.0021,-2.0218,0.6679
32,1,6556,23.38287520992754,-69.31228126334031,SER,0.624711404673561,903.4767,0.0167,813.0307,0.0214,16.4178,0.0781,17.5442,0.0044,0.9633,0.0068,0.7593,0.0017,-18.3234,0.3447,903.4767,0.0167,813.0307,0.0214,16.6225,0.0454,17.1218,0.0025,1.0551,0.0038,0.7593,0.0017,-18.3234,0.3447,903.4767,0.0167,813.0307,0.0214,16.8178,0.0848,16.9771,0.0052,1.1427,0.0074,0.7593,0.0017,-18.3234,0.3447,903.4767,0.0167,813.0307,0.0214,17.0292,0.1505,16.8912,0.0089,1.2375,0.0134,0.7593,0.0017,-18.3234,0.3447
32,3,8067,23.44873690246612,-69.32935004777504,EXP,0.624711404673561,585.2215,0.0209,580.2456,0.0299,12.8365,0.0644,18.3204,0.0046,0.8078,0.0095,0.6745,0.0019,-6.0144,0.3269,585.2215,0.0209,580.2456,0.0299,12.4027,0.0427,17.9151,0.0028,0.6676,0.0053,0.6745,0.0019,-6.0144,0.3269,585.2215,0.0209,580.2456,0.0299,11.9889,0.0470,17.7324,0.0047,0.5338,0.0063,0.6745,0.0019,-6.0144,0.3269,585.2215,0.0209,580.2456,0.0299,11.5409,0.0741,17.6476,0.0073,0.3889,0.0116,0.6745,0.0019,-6.0144,0.3269
36,1,682,26.88918569427224,-30.2617488125907,REX,0.65056318019576,824.3058,0.0013,639.5767,0.0012,12.7935,0.0067,16.0208,0.0004,1.6745,0.0012,0.9222,0.0002,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,12.2872,0.0038,15.6788,0.0003,1.7504,0.0007,0.9222,0.0002,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,11.8041,0.0060,15.6437,0.0004,1.8229,0.0010,0.9222,0.0002,76.3119,0.1208,824.3058,0.0013,639.5767,0.0012,11.2811,0.0106,15.5605,0.0007,1.9013,0.0018,0.9222,0.0002,76.3119,0.1208
36,4,1575,26.91354851874674,-30.24911880652262,SER,0.65056318019576,534.4253,0.0024,812.6782,0.0022,3.9111,0.0232,18.6966,0.0030,3.6666,0.0286,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,4.5501,0.0180,18.3956,0.0022,3.4877,0.0178,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,5.1599,0.0319,18.3529,0.0034,3.3170,0.0208,0.6099,0.0017,50.0805,0.1714,534.4253,0.0024,812.6782,0.0022,5.8199,0.0525,18.2158,0.0054,3.1321,0.0347,0.6099,0.0017,50.0805,0.1714
36,3,1259,26.90490354802899,-30.25425529877529,SER,0.65056318019576,637.0379,0.0018,741.5740,0.0011,9.6617,0.0048,16.8548,0.0004,1.1510,0.0013,0.5500,0.0001,-78.1637,0.0203,637.0379,0.0018,741.5740,0.0011,9.6903,0.0029,16.3701,0.0003,1.1760,0.0008,0.5500,0.0001,-78.1637,0.0203,637.0379,0.0018,741.5740,0.0011,9.7175,0.0040,16.1937,0.0004,1.2000,0.0010,0.5500,0.0001,-78.1637,0.0203,637.0379,0.0018,741.5740,0.0011,9.7470,0.0071,16.0471,0.0006,1.2259,0.0018,0.5500,0.0001,-78.1637,0.0203
36,2,896,26.8952270149351,-30.26768591844592,SER,0.65056318019576,751.9881,0.0022,559.5413,0.0074,11.3676,0.0119,18.4654,0.0010,0.5438,0.0030,0.1853,0.0003,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,10.9358,0.0069,18.2479,0.0009,0.5376,0.0015,0.1853,0.0003,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,10.5239,0.0109,18.2675,0.0013,0.5316,0.0025,0.1853,0.0003,-4.6428,0.0199,751.9881,0.0022,559.5413,0.0074,10.0779,0.0193,18.2238,0.0022,0.5251,0.0047,0.1853,0.0003,-4.6428,0.0199
39,1,10434,29.6593525435057,-33.77359425372538,SER,0.649151824885837,787.4148,0.0026,464.8951,0.0031,9.9630,0.0148,18.2177,0.0015,0.8404,0.0029,0.7871,0.0007,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.7964,0.0100,17.3866,0.0009,1.4029,0.0022,0.7871,0.0007,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.6375,0.0167,17.0436,0.0013,1.9397,0.0040,0.7871,0.0007,26.5189,0.1394,787.4148,0.0026,464.8951,0.0031,9.4655,0.0281,16.8390,0.0020,2.5207,0.0066,0.7871,0.0007,26.5189,0.1394
39,2,10524,29.66166257692671,-33.74332914844585,SER,0.649151824885837,760.3503,0.0013,880.6953,0.0009,8.0183,0.0027,16.5751,0.0003,0.8596,0.0009,0.6796,0.0001,-72.3657,0.0254,760.3503,0.0013,880.6953,0.0009,7.7929,0.0018,16.0864,0.0002,0.9298,0.0006,0.6796,0.0001,-72.3657,0.0254,760.3503,0.0013,880.6953,0.0009,7.5778,0.0022,15.9041,0.0003,0.9969,0.0008,0.6796,0.0001,-72.3657,0.0254,760.3503,0.0013,880.6953,0.0009,7.3450,0.0036,15.7632,0.0004,1.0694,0.0013,0.6796,0.0001,-72.3657,0.0254
39,3,10652,29.6653533612545,-33.7557267984171,SER,0.649151824885837,719.3446,0.0049,710.8913,0.0046,14.6342,0.0105,17.7210,0.0007,0.5795,0.0017,0.2277,0.0002,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.7095,0.0080,17.4986,0.0007,0.6601,0.0010,0.2277,0.0002,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.7814,0.0131,17.4124,0.0010,0.7370,0.0017,0.2277,0.0002,-46.5804,0.0142,719.3446,0.0049,710.8913,0.0046,14.8592,0.0213,17.3466,0.0015,0.8203,0.0031,0.2277,0.0002,-46.5804,0.0142
39,4,11421,29.68659056847958,-33.75728046432995,SER,0.649151824885837,476.4481,0.0011,689.1457,0.0017,5.3664,0.0052,17.8526,0.0007,1.4028,0.0034,0.4971,0.0004,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.4623,0.0036,17.4385,0.0005,1.6308,0.0023,0.4971,0.0004,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.5537,0.0057,17.2848,0.0008,1.8484,0.0034,0.4971,0.0004,22.3795,0.0381,476.4481,0.0011,689.1457,0.0017,5.6527,0.0095,17.1332,0.0012,2.0839,0.0056,0.4971,0.0004,22.3795,0.0381
40,3,1498,30.96466705372731,-31.14377393611345,SER,0.658835898058,663.5278,0.0014,795.6321,0.0025,14.8916,0.0038,16.3151,0.0003,0.5343,0.0005,0.5162,0.0001,22.5412,0.0138,663.5278,0.0014,795.6321,0.0025,14.5148,0.0028,16.0008,0.0003,0.6172,0.0003,0.5162,0.0001,22.5412,0.0138,663.5278,0.0014,795.6321,0.0025,14.1552,0.0038,15.9150,0.0003,0.6963,0.0005,0.5162,0.0001,22.5412,0.0138,663.5278,0.0014,795.6321,0.0025,13.7660,0.0059,15.8152,0.0004,0.7820,0.0008,0.5162,0.0001,22.5412,0.0138
40,2,1257,30.95856931662525,-31.14696311824521,SER,0.658835898058,735.8091,0.0021,751.5716,0.0052,12.0249,0.0073,17.8509,0.0006,0.4039,0.0014,0.3061,0.0002,10.3583,0.0178,735.8091,0.0021,751.5716,0.0052,12.0586,0.0052,17.5579,0.0006,0.4513,0.0008,0.3061,0.0002,10.3583,0.0178,735.8091,0.0021,751.5716,0.0052,12.0907,0.0074,17.4767,0.0008,0.4966,0.0012,0.3061,0.0002,10.3583,0.0178,735.8091,0.0021,751.5716,0.0052,12.1254,0.0121,17.3814,0.0011,0.5456,0.0022,0.3061,0.0002,10.3583,0.0178
40,4,1972,30.97886528617959,-31.15557516968853,SER,0.658835898058,496.9629,0.0046,633.5986,0.0018,10.1025,0.0086,18.0682,0.0007,0.7328,0.0025,0.3051,0.0002,88.1010,0.0202,496.9629,0.0046,633.5986,0.0018,10.2225,0.0052,17.5576,0.0006,0.7903,0.0015,0.3051,0.0002,88.1010,0.0202,496.9629,0.0046,633.5986,0.0018,10.3370,0.0073,17.3656,0.0008,0.8452,0.0019,0.3051,0.0002,88.1010,0.0202,496.9629,0.0046,633.5986,0.0018,10.4609,0.0127,17.2074,0.0010,0.9047,0.0033,0.3051,0.0002,88.1010,0.0202
40,1,878,30.9478588830863,-31.16082085071439,SER,0.658835898058,861.2564,0.0019,561.6997,0.0012,13.7588,0.0430,17.5545,0.0017,3.8465,0.0116,0.4013,0.0003,71.8525,0.0289,861.2564,0.0019,561.6997,0.0012,12.3900,0.0265,16.9423,0.0012,3.6282,0.0072,0.4013,0.0003,71.8525,0.0289,861.2564,0.0019,561.6997,0.0012,11.0841,0.0220,16.7127,0.0012,3.4199,0.0067,0.4013,0.0003,71.8525,0.0289,861.2564,0.0019,561.6997,0.0012,9.6704,0.0346,16.5946,0.0021,3.1945,0.0109,0.4013,0.0003,71.8525,0.0289
48,1,1193,45.03859046574656,-36.38120277446424,SER,0.52791442785483,756.6401,0.0042,422.3918,0.0031,22.8317,0.0607,17.6307,0.0021,1.6369,0.0049,0.6867,0.0004,53.6555,0.0876,756.6401,0.0042,422.3918,0.0031,22.2581,0.0355,17.0253,0.0012,1.9212,0.0026,0.6867,0.0004,53.6555,0.0876,756.6401,0.0042,422.3918,0.0031,21.7107,0.0476,16.7680,0.0015,2.1925,0.0038,0.6867,0.0004,53.6555,0.0876,756.6401,0.0042,422.3918,0.0031,21.1183,0.0837,16.6341,0.0029,2.4861,0.0071,0.6867,0.0004,53.6555,0.0876
48,3,6696,45.04855677433579,-36.35173681597946,PSF,0.52791442785483,646.4430,0.0023,827.1642,0.0017,*0.3424*,*0.0241*,18.1355,0.0006,0.8026,0.2133,0.7728,0.0168,-25.6968,2.6331,646.4430,0.0023,827.1642,0.0017,*0.2449*,*0.0184*,17.9980,0.0006,1.9497,0.2447,0.7728,0.0168,-25.6968,2.6331,646.4430,0.0023,827.1642,0.0017,*0.1519*,*0.0133*,17.7829,0.0021,3.0442,0.2797,0.7728,0.0168,-25.6968,2.6331,646.4430,0.0023,827.1642,0.0017,*0.0512*,*0.0086*,17.6671,0.0146,4.2291,0.3211,0.7728,0.0168,-25.6968,2.6331
48,2,6568,45.04357933448144,-36.35840573048463,SER,0.52791442785483,701.6651,0.0020,735.6829,0.0037,20.8823,0.0124,16.9392,0.0006,0.7446,0.0010,0.5186,0.0001,-0.4251,0.0178,701.6651,0.0020,735.6829,0.0037,20.2916,0.0079,16.2211,0.0004,0.8835,0.0006,0.5186,0.0001,-0.4251,0.0178,701.6651,0.0020,735.6829,0.0037,19.7280,0.0090,15.8773,0.0003,1.0160,0.0007,0.5186,0.0001,-0.4251,0.0178,701.6651,0.0020,735.6829,0.0037,19.1180,0.0147,15.6745,0.0007,1.1595,0.0012,0.5186,0.0001,-0.4251,0.0178
48,4,6718,45.04940344608852,-36.35633565552046,PSF,0.52791442785483,637.0180,0.0007,763.9362,0.0006,*0.2381*,*0.0060*,15.4754,0.0002,1.6248,0.0812,0.9876,0.0056,-67.2214,14.3048,637.0180,0.0007,763.9362,0.0006,*0.1718*,*0.0046*,15.7387,0.0003,2.5636,0.0855,0.9876,0.0056,-67.2214,14.3048,637.0180,0.0007,763.9362,0.0006,*0.1085*,*0.0034*,15.9481,0.0012,3.4594,0.0932,0.9876,0.0056,-67.2214,14.3048,637.0180,0.0007,763.9362,0.0006,*0.0401*,*0.0024*,15.9591,0.0053,4.4291,0.1043,0.9876,0.0056,-67.2214,14.3048
51,3,1777,47.55903036149267,-35.03027873839472,SER,0.539473610727695,564.8054,0.0030,490.7216,0.0034,10.3129,0.0116,17.8373,0.0011,0.8383,0.0020,0.8336,0.0004,-14.3270,0.1408,564.8054,0.0030,490.7216,0.0034,10.1070,0.0065,17.2492,0.0006,1.0347,0.0011,0.8336,0.0004,-14.3270,0.1408,564.8054,0.0030,490.7216,0.0034,9.9104,0.0096,16.9524,0.0008,1.2221,0.0018,0.8336,0.0004,-14.3270,0.1408,564.8054,0.0030,490.7216,0.0034,9.6977,0.0172,16.8143,0.0016,1.4249,0.0031,0.8336,0.0004,-14.3270,0.1408
51,2,1216,47.54303848651573,-35.00839954500856,REX,0.539473610727695,744.7097,0.0017,791.2707,0.0016,16.6344,0.0103,16.5328,0.0006,1.0685,0.0011,0.9310,0.0002,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.5831,0.0061,15.9053,0.0003,1.4907,0.0007,0.9310,0.0002,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.5342,0.0100,15.6439,0.0005,1.8935,0.0011,0.9310,0.0002,64.4449,0.1594,744.7097,0.0017,791.2707,0.0016,16.4813,0.0177,15.4584,0.0008,2.3295,0.0020,0.9310,0.0002,64.4449,0.1594
51,1,673,47.52743081502302,-35.00661751239641,SER,0.539473610727695,920.3764,0.0058,815.7897,0.0050,3.7358,0.0271,19.7087,0.0044,2.5242,0.0388,0.6912,0.0030,-84.1167,0.4050,920.3764,0.0058,815.7897,0.0050,4.0957,0.0204,19.5214,0.0032,2.6317,0.0237,0.6912,0.0030,-84.1167,0.4050,920.3764,0.0058,815.7897,0.0050,4.4391,0.0367,19.3108,0.0050,2.7343,0.0365,0.6912,0.0030,-84.1167,0.4050,920.3764,0.0058,815.7897,0.0050,4.8108,0.0610,19.2808,0.0085,2.8454,0.0633,0.6912,0.0030,-84.1167,0.4050
51,4,1927,47.56346908968972,-35.01856114450278,SER,0.539473610727695,514.8458,0.0039,651.5823,0.0057,9.9494,0.0113,18.4005,0.0011,0.5473,0.0023,0.6308,0.0004,-12.7634,0.0730,514.8458,0.0039,651.5823,0.0057,9.8403,0.0068,17.8257,0.0007,0.6847,0.0013,0.6308,0.0004,-12.7634,0.0730,514.8458,0.0039,651.5823,0.0057,9.7361,0.0095,17.5506,0.0009,0.8159,0.0020,0.6308,0.0004,-12.7634,0.0730,514.8458,0.0039,651.5823,0.0057,9.6234,0.0165,17.4103,0.0016,0.9579,0.0035,0.6308,0.0004,-12.7634,0.0730
52,2,3891,50.09687788879909,-40.2083288182827,SER,0.658575574621795,695.3307,0.0010,479.0964,0.0008,19.3314,0.0791,16.7956,0.0017,5.6537,0.0143,0.5440,0.0004,54.4176,0.0307,695.3307,0.0010,479.0964,0.0008,24.2285,0.0705,15.9977,0.0012,7.2599,0.0110,0.5440,0.0004,54.4176,0.0307,695.3307,0.0010,479.0964,0.0008,28.9010,0.1251,15.5916,0.0016,8.7925,0.0164,0.5440,0.0004,54.4176,0.0307,695.3307,0.0010,479.0964,0.0008,33.9590,0.2008,15.3726,0.0020,*10.4516*,*0.0260*,0.5440,0.0004,54.4176,0.0307
52,1,3032,50.07005825693662,-40.17808928771583,PSF,0.658575574621795,976.8179,0.0030,894.7165,0.0034,0.9185,0.0097,20.1046,0.0016,0.8998,0.0732,0.5567,0.0039,88.4950,0.3678,976.8179,0.0030,894.7165,0.0034,0.7485,0.0055,19.0807,0.0016,7.2226,0.1516,0.5567,0.0039,88.4950,0.3678,976.8179,0.0030,894.7165,0.0034,0.5863,0.0035,18.1138,0.0013,*13.2555*,*0.2804*,0.5567,0.0039,88.4950,0.3678,976.8179,0.0030,894.7165,0.0034,*0.4107*,*0.0062*,17.6167,0.0027,*19.7860*,*0.4261*,0.5567,0.0039,88.4950,0.3678
52,3,10419,50.09750815067493,-40.18539789203456,DUP,0.658575574621795,689.1659,0.0021,793.1704,0.0035,14.4075,0.0133,17.5449,0.0008,0.9574,0.0017,0.4885,0.0002,-28.6083,0.0291,689.1659,0.0021,793.1704,0.0035,14.4459,0.0093,17.0193,0.0006,1.2006,0.0011,0.4885,0.0002,-28.6083,0.0291,689.1659,0.0021,793.1704,0.0035,14.4827,0.0153,16.7522,0.0009,1.4327,0.0019,0.4885,0.0002,-28.6083,0.0291,689.1659,0.0021,793.1704,0.0035,14.5224,0.0255,16.6247,0.0014,1.6839,0.0032,0.4885,0.0002,-28.6083,0.0291
52,4,4863,50.12638129450011,-40.20079277915492,REX,0.658575574621795,385.6446,0.0234,584.0292,0.0228,12.5860,0.0668,19.2305,0.0046,0.8373,0.0073,0.9557,0.0026,-89.7191,2.8741,385.6446,0.0234,584.0292,0.0228,12.9124,0.0534,18.8750,0.0040,1.0031,0.0055,0.9557,0.0026,-89.7191,2.8741,385.6446,0.0234,584.0292,0.0228,13.2238,0.0885,18.6762,0.0059,1.1614,0.0097,0.9557,0.0026,-89.7191,2.8741,385.6446,0.0234,584.0292,0.0228,13.5608,0.1429,18.5755,0.0103,1.3327,0.0160,0.9557,0.0026,-89.7191,2.8741
54,1,11713,52.93920447662241,-39.61423111947493,REX,0.426709653479103,845.8990,0.0047,804.7709,0.0050,7.2915,0.0128,18.3350,0.0019,0.6596,0.0036,0.9488,0.0008,-24.2695,0.7976,845.8990,0.0047,804.7709,0.0050,7.6421,0.0075,17.8205,0.0010,0.7665,0.0021,0.9488,0.0008,-24.2695,0.7976,845.8990,0.0047,804.7709,0.0050,7.9768,0.0103,17.5130,0.0012,0.8686,0.0027,0.9488,0.0008,-24.2695,0.7976,845.8990,0.0047,804.7709,0.0050,8.3390,0.0182,17.3488,0.0021,0.9791,0.0047,0.9488,0.0008,-24.2695,0.7976
